Type,Name,DisplayName,ResponsibleTeam,Manufacturer,Supplier,SerialNumber,ParentName,StationIdentifier,ClientPcHostname,Metadata,PinnedObjectHandle,OrganizationId,StorageLocation,EquipmentStatus,MachineId,StockQuantity,MinStockThreshold,IsStockItem,Technology,MachineType,GroupId
Machine,L03-OP070,L03-OP070 – Infrared Resin Curing Tunnel EOL,Plant Maintenance (Synthetic AI Guild),Heraeus,Conrad Electronic,SN-SYNTH-MCH-03-OP070,,LINE-03-OP070,,"{""Line"": ""Line 03 \u2013 Synthetic Audi Powertrain Line (AI Sim)"", ""Technology"": ""Test"", ""MachineType"": ""EOLTester"", ""StationIdentifier"": ""LINE-03-OP070"", ""CycleTimeTarget"": ""31s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""48V High Current"", ""ConveyorLoop"": ""Conveyor Loop L03"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L03-OP070,org-line-03,Line 03 – Synthetic Audi Powertrain Line (AI Sim) – Cell OP070,InMachine,,,,False,Test,EOLTester,Line 03 – Synthetic Audi Powertrain Line (AI Sim)
Machine,L03-OP080,L03-OP080 – High-Speed Dynamic Balancing Rig 3D,Controls Engineering (Synthetic AI Guild),Schenck,Conrad Electronic,SN-SYNTH-MCH-03-OP080,,LINE-03-OP080,,"{""Line"": ""Line 03 \u2013 Synthetic Audi Powertrain Line (AI Sim)"", ""Technology"": ""Test"", ""MachineType"": ""VisionInspection"", ""StationIdentifier"": ""LINE-03-OP080"", ""CycleTimeTarget"": ""34s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L03"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L03-OP080,org-line-03,Line 03 – Synthetic Audi Powertrain Line (AI Sim) – Cell OP080,InMachine,,,,False,Test,VisionInspection,Line 03 – Synthetic Audi Powertrain Line (AI Sim)
Machine,L03-OP090,L03-OP090 – End-Shield Bearing Fastener Torquer,Vision & Photons (Synthetic AI Guild),Atlas Copco,Direct Automation Europe,SN-SYNTH-MCH-03-OP090,,LINE-03-OP090,,"{""Line"": ""Line 03 \u2013 Synthetic Audi Powertrain Line (AI Sim)"", ""Technology"": ""Fastening"", ""MachineType"": ""FasteningStation"", ""StationIdentifier"": ""LINE-03-OP090"", ""CycleTimeTarget"": ""49s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""48V High Current"", ""ConveyorLoop"": ""Conveyor Loop L03"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L03-OP090,org-line-03,Line 03 – Synthetic Audi Powertrain Line (AI Sim) – Cell OP090,InMachine,,,,False,Fastening,FasteningStation,Line 03 – Synthetic Audi Powertrain Line (AI Sim)
Machine,L03-OP100,L03-OP100 – Stator Rotor Magnetization Gate AI,Vision & Photons (Synthetic AI Guild),KUKA,RS Components,SN-SYNTH-MCH-03-OP100,,LINE-03-OP100,,"{""Line"": ""Line 03 \u2013 Synthetic Audi Powertrain Line (AI Sim)"", ""Technology"": ""Robotics"", ""MachineType"": ""RobotCell"", ""StationIdentifier"": ""LINE-03-OP100"", ""CycleTimeTarget"": ""16s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""24V DC Industrial Spool"", ""ConveyorLoop"": ""Conveyor Loop L03"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L03-OP100,org-line-03,Line 03 – Synthetic Audi Powertrain Line (AI Sim) – Cell OP100,InMachine,,,,False,Robotics,RobotCell,Line 03 – Synthetic Audi Powertrain Line (AI Sim)
Machine,L03-OP110,L03-OP110 – Powertrain Conveyor Turn-Table Loop,Platform Operations (Synthetic AI Guild),Bosch Rexroth,Farnell Components,SN-SYNTH-MCH-03-OP110,,LINE-03-OP110,,"{""Line"": ""Line 03 \u2013 Synthetic Audi Powertrain Line (AI Sim)"", ""Technology"": ""Assembly"", ""MachineType"": ""ConveyorTransfer"", ""StationIdentifier"": ""LINE-03-OP110"", ""CycleTimeTarget"": ""30s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L03"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L03-OP110,org-line-03,Line 03 – Synthetic Audi Powertrain Line (AI Sim) – Cell OP110,InMachine,,,,False,Assembly,ConveyorTransfer,Line 03 – Synthetic Audi Powertrain Line (AI Sim)
Machine,L03-OP120,L03-OP120 – Powertrain Full Dynamometer Dyno-X,Tooling & Mechanoids (Synthetic AI Guild),AVL,Insight Industrial,SN-SYNTH-MCH-03-OP120,,LINE-03-OP120,,"{""Line"": ""Line 03 \u2013 Synthetic Audi Powertrain Line (AI Sim)"", ""Technology"": ""Test"", ""MachineType"": ""EOLTester"", ""StationIdentifier"": ""LINE-03-OP120"", ""CycleTimeTarget"": ""20s"", ""SafetyRating"": ""SIL2 / PLd"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L03"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L03-OP120,org-line-03,Line 03 – Synthetic Audi Powertrain Line (AI Sim) – Cell OP120,InMachine,,,,False,Test,EOLTester,Line 03 – Synthetic Audi Powertrain Line (AI Sim)
Machine,L04-OP010,L04-OP010 – SMT Magazine Unloader Pallet Shuttle,Platform Operations (Synthetic AI Guild),ASM,MISUMI Industrial,SN-SYNTH-MCH-04-OP010,,LINE-04-OP010,,"{""Line"": ""Line 04 \u2013 Synthetic Electronics SMT Placement (AI Sim)"", ""Technology"": ""Assembly"", ""MachineType"": ""ConveyorTransfer"", ""StationIdentifier"": ""LINE-04-OP010"", ""CycleTimeTarget"": ""23s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""48V High Current"", ""ConveyorLoop"": ""Conveyor Loop L04"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L04-OP010,org-line-04,Line 04 – Synthetic Electronics SMT Placement (AI Sim) – Cell OP010,InMachine,,,,False,Assembly,ConveyorTransfer,Line 04 – Synthetic Electronics SMT Placement (AI Sim)
Machine,L04-OP020,L04-OP020 – DEK Solder Paste Jet Printer 0.1mm,SMT & Microchips (Synthetic AI Guild),ASM,MISUMI Industrial,SN-SYNTH-MCH-04-OP020,,LINE-04-OP020,,"{""Line"": ""Line 04 \u2013 Synthetic Electronics SMT Placement (AI Sim)"", ""Technology"": ""Test"", ""MachineType"": ""VisionInspection"", ""StationIdentifier"": ""LINE-04-OP020"", ""CycleTimeTarget"": ""25s"", ""SafetyRating"": ""SIL2 / PLd"", ""PowerSupply"": ""48V High Current"", ""ConveyorLoop"": ""Conveyor Loop L04"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L04-OP020,org-line-04,Line 04 – Synthetic Electronics SMT Placement (AI Sim) – Cell OP020,InMachine,,,,False,Test,VisionInspection,Line 04 – Synthetic Electronics SMT Placement (AI Sim)
Machine,L04-OP030,L04-OP030 – Koh Young 3D Solder Paste Inspector,Platform Operations (Synthetic AI Guild),Koh Young,MISUMI Industrial,SN-SYNTH-MCH-04-OP030,,LINE-04-OP030,,"{""Line"": ""Line 04 \u2013 Synthetic Electronics SMT Placement (AI Sim)"", ""Technology"": ""Test"", ""MachineType"": ""VisionInspection"", ""StationIdentifier"": ""LINE-04-OP030"", ""CycleTimeTarget"": ""42s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""48V High Current"", ""ConveyorLoop"": ""Conveyor Loop L04"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L04-OP030,org-line-04,Line 04 – Synthetic Electronics SMT Placement (AI Sim) – Cell OP030,InMachine,,,,False,Test,VisionInspection,Line 04 – Synthetic Electronics SMT Placement (AI Sim)
Machine,L04-OP040,L04-OP040 – Siplace Dual-Gantry Chip Shooter AI,Platform Operations (Synthetic AI Guild),ASM,Conrad Electronic,SN-SYNTH-MCH-04-OP040,,LINE-04-OP040,,"{""Line"": ""Line 04 \u2013 Synthetic Electronics SMT Placement (AI Sim)"", ""Technology"": ""Robotics"", ""MachineType"": ""RobotCell"", ""StationIdentifier"": ""LINE-04-OP040"", ""CycleTimeTarget"": ""59s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""48V High Current"", ""ConveyorLoop"": ""Conveyor Loop L04"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L04-OP040,org-line-04,Line 04 – Synthetic Electronics SMT Placement (AI Sim) – Cell OP040,InMachine,,,,False,Robotics,RobotCell,Line 04 – Synthetic Electronics SMT Placement (AI Sim)
Machine,L04-OP050,L04-OP050 – Odd-Form Component Inserter Gantry,Vision & Photons (Synthetic AI Guild),Fuji,RS Components,SN-SYNTH-MCH-04-OP050,,LINE-04-OP050,,"{""Line"": ""Line 04 \u2013 Synthetic Electronics SMT Placement (AI Sim)"", ""Technology"": ""Dispensing"", ""MachineType"": ""Dispenser"", ""StationIdentifier"": ""LINE-04-OP050"", ""CycleTimeTarget"": ""57s"", ""SafetyRating"": ""SIL2 / PLd"", ""PowerSupply"": ""24V DC Industrial Spool"", ""ConveyorLoop"": ""Conveyor Loop L04"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L04-OP050,org-line-04,Line 04 – Synthetic Electronics SMT Placement (AI Sim) – Cell OP050,InMachine,,,,False,Dispensing,Dispenser,Line 04 – Synthetic Electronics SMT Placement (AI Sim)
Machine,L04-OP060,L04-OP060 – Pre-Reflow 3D Optical Vision Checker,Tooling & Mechanoids (Synthetic AI Guild),Cognex,RS Components,SN-SYNTH-MCH-04-OP060,,LINE-04-OP060,,"{""Line"": ""Line 04 \u2013 Synthetic Electronics SMT Placement (AI Sim)"", ""Technology"": ""Test"", ""MachineType"": ""VisionInspection"", ""StationIdentifier"": ""LINE-04-OP060"", ""CycleTimeTarget"": ""22s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L04"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L04-OP060,org-line-04,Line 04 – Synthetic Electronics SMT Placement (AI Sim) – Cell OP060,InMachine,,,,False,Test,VisionInspection,Line 04 – Synthetic Electronics SMT Placement (AI Sim)
Machine,L04-OP070,L04-OP070 – 10-Zone Nitrogen Reflow Convection Oven,Controls Engineering (Synthetic AI Guild),Heller,Farnell Components,SN-SYNTH-MCH-04-OP070,,LINE-04-OP070,,"{""Line"": ""Line 04 \u2013 Synthetic Electronics SMT Placement (AI Sim)"", ""Technology"": ""Test"", ""MachineType"": ""EOLTester"", ""StationIdentifier"": ""LINE-04-OP070"", ""CycleTimeTarget"": ""16s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""48V High Current"", ""ConveyorLoop"": ""Conveyor Loop L04"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L04-OP070,org-line-04,Line 04 – Synthetic Electronics SMT Placement (AI Sim) – Cell OP070,InMachine,,,,False,Test,EOLTester,Line 04 – Synthetic Electronics SMT Placement (AI Sim)
Machine,L04-OP080,L04-OP080 – Post-Reflow Automated Optical Inspector,Robotics & Cybernetics (Synthetic AI Guild),Koh Young,Insight Industrial,SN-SYNTH-MCH-04-OP080,,LINE-04-OP080,,"{""Line"": ""Line 04 \u2013 Synthetic Electronics SMT Placement (AI Sim)"", ""Technology"": ""Test"", ""MachineType"": ""VisionInspection"", ""StationIdentifier"": ""LINE-04-OP080"", ""CycleTimeTarget"": ""19s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L04"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L04-OP080,org-line-04,Line 04 – Synthetic Electronics SMT Placement (AI Sim) – Cell OP080,InMachine,,,,False,Test,VisionInspection,Line 04 – Synthetic Electronics SMT Placement (AI Sim)
Machine,L04-OP090,L04-OP090 – Flying-Probe ICT Circuit Board Tester,Controls Engineering (Synthetic AI Guild),Spea,Insight Industrial,SN-SYNTH-MCH-04-OP090,,LINE-04-OP090,,"{""Line"": ""Line 04 \u2013 Synthetic Electronics SMT Placement (AI Sim)"", ""Technology"": ""Test"", ""MachineType"": ""EOLTester"", ""StationIdentifier"": ""LINE-04-OP090"", ""CycleTimeTarget"": ""36s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""48V High Current"", ""ConveyorLoop"": ""Conveyor Loop L04"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L04-OP090,org-line-04,Line 04 – Synthetic Electronics SMT Placement (AI Sim) – Cell OP090,InMachine,,,,False,Test,EOLTester,Line 04 – Synthetic Electronics SMT Placement (AI Sim)
Machine,L04-OP100,L04-OP100 – Selective Wave Solder Mini-Pot Bot,Robotics & Cybernetics (Synthetic AI Guild),Ersa,Farnell Components,SN-SYNTH-MCH-04-OP100,,LINE-04-OP100,,"{""Line"": ""Line 04 \u2013 Synthetic Electronics SMT Placement (AI Sim)"", ""Technology"": ""Welding"", ""MachineType"": ""FasteningStation"", ""StationIdentifier"": ""LINE-04-OP100"", ""CycleTimeTarget"": ""57s"", ""SafetyRating"": ""SIL2 / PLd"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L04"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L04-OP100,org-line-04,Line 04 – Synthetic Electronics SMT Placement (AI Sim) – Cell OP100,InMachine,,,,False,Welding,FasteningStation,Line 04 – Synthetic Electronics SMT Placement (AI Sim)
Machine,L04-OP110,L04-OP110 – Conformal Coating UV Dispenser Booth,Tooling & Mechanoids (Synthetic AI Guild),Nordson,Direct Automation Europe,SN-SYNTH-MCH-04-OP110,,LINE-04-OP110,,"{""Line"": ""Line 04 \u2013 Synthetic Electronics SMT Placement (AI Sim)"", ""Technology"": ""Dispensing"", ""MachineType"": ""Dispenser"", ""StationIdentifier"": ""LINE-04-OP110"", ""CycleTimeTarget"": ""51s"", ""SafetyRating"": ""SIL2 / PLd"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L04"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L04-OP110,org-line-04,Line 04 – Synthetic Electronics SMT Placement (AI Sim) – Cell OP110,InMachine,,,,False,Dispensing,Dispenser,Line 04 – Synthetic Electronics SMT Placement (AI Sim)
Machine,L04-OP120,L04-OP120 – UV Cure Inspection Tunnel & Camera,Platform Operations (Synthetic AI Guild),Cognex,RS Components,SN-SYNTH-MCH-04-OP120,,LINE-04-OP120,,"{""Line"": ""Line 04 \u2013 Synthetic Electronics SMT Placement (AI Sim)"", ""Technology"": ""Test"", ""MachineType"": ""VisionInspection"", ""StationIdentifier"": ""LINE-04-OP120"", ""CycleTimeTarget"": ""41s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L04"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L04-OP120,org-line-04,Line 04 – Synthetic Electronics SMT Placement (AI Sim) – Cell OP120,InMachine,,,,False,Test,VisionInspection,Line 04 – Synthetic Electronics SMT Placement (AI Sim)
Machine,L04-OP130,L04-OP130 – PCB Depaneling Laser Router Outfeed,Controls Engineering (Synthetic AI Guild),LPKF,Conrad Electronic,SN-SYNTH-MCH-04-OP130,,LINE-04-OP130,,"{""Line"": ""Line 04 \u2013 Synthetic Electronics SMT Placement (AI Sim)"", ""Technology"": ""Assembly"", ""MachineType"": ""ConveyorTransfer"", ""StationIdentifier"": ""LINE-04-OP130"", ""CycleTimeTarget"": ""42s"", ""SafetyRating"": ""SIL2 / PLd"", ""PowerSupply"": ""24V DC Industrial Spool"", ""ConveyorLoop"": ""Conveyor Loop L04"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L04-OP130,org-line-04,Line 04 – Synthetic Electronics SMT Placement (AI Sim) – Cell OP130,InMachine,,,,False,Assembly,ConveyorTransfer,Line 04 – Synthetic Electronics SMT Placement (AI Sim)
Machine,L05-OP010,L05-OP010 – Subframe Clamping Jig Shuttle Table,SMT & Microchips (Synthetic AI Guild),KUKA,RS Components,SN-SYNTH-MCH-05-OP010,,LINE-05-OP010,,"{""Line"": ""Line 05 \u2013 Synthetic Body-in-White Robotic Welding (AI Sim)"", ""Technology"": ""Assembly"", ""MachineType"": ""ConveyorTransfer"", ""StationIdentifier"": ""LINE-05-OP010"", ""CycleTimeTarget"": ""18s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L05"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L05-OP010,org-line-05,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim) – Cell OP010,InMachine,,,,False,Assembly,ConveyorTransfer,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim)
Machine,L05-OP020,L05-OP020 – Heavy Spot-Welding Robot Titan-01,SMT & Microchips (Synthetic AI Guild),KUKA,Conrad Electronic,SN-SYNTH-MCH-05-OP020,,LINE-05-OP020,,"{""Line"": ""Line 05 \u2013 Synthetic Body-in-White Robotic Welding (AI Sim)"", ""Technology"": ""Robotics"", ""MachineType"": ""RobotCell"", ""StationIdentifier"": ""LINE-05-OP020"", ""CycleTimeTarget"": ""36s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L05"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L05-OP020,org-line-05,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim) – Cell OP020,InMachine,,,,False,Robotics,RobotCell,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim)
Machine,L05-OP030,L05-OP030 – Trumpf Disk Laser Welding Chamber A,Robotics & Cybernetics (Synthetic AI Guild),Trumpf,Direct Automation Europe,SN-SYNTH-MCH-05-OP030,,LINE-05-OP030,,"{""Line"": ""Line 05 \u2013 Synthetic Body-in-White Robotic Welding (AI Sim)"", ""Technology"": ""Welding"", ""MachineType"": ""LaserWelder"", ""StationIdentifier"": ""LINE-05-OP030"", ""CycleTimeTarget"": ""49s"", ""SafetyRating"": ""SIL2 / PLd"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L05"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L05-OP030,org-line-05,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim) – Cell OP030,InMachine,,,,False,Welding,LaserWelder,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim)
Machine,L05-OP040,L05-OP040 – Robotic Stud Welding Manipulator B,SMT & Microchips (Synthetic AI Guild),Fanuc,Direct Automation Europe,SN-SYNTH-MCH-05-OP040,,LINE-05-OP040,,"{""Line"": ""Line 05 \u2013 Synthetic Body-in-White Robotic Welding (AI Sim)"", ""Technology"": ""Robotics"", ""MachineType"": ""RobotCell"", ""StationIdentifier"": ""LINE-05-OP040"", ""CycleTimeTarget"": ""32s"", ""SafetyRating"": ""SIL2 / PLd"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L05"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L05-OP040,org-line-05,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim) – Cell OP040,InMachine,,,,False,Robotics,RobotCell,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim)
Machine,L05-OP050,L05-OP050 – Blind Rivet Nut Insertion Screwer,Platform Operations (Synthetic AI Guild),Atlas Copco,Insight Industrial,SN-SYNTH-MCH-05-OP050,,LINE-05-OP050,,"{""Line"": ""Line 05 \u2013 Synthetic Body-in-White Robotic Welding (AI Sim)"", ""Technology"": ""Fastening"", ""MachineType"": ""FasteningStation"", ""StationIdentifier"": ""LINE-05-OP050"", ""CycleTimeTarget"": ""43s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L05"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L05-OP050,org-line-05,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim) – Cell OP050,InMachine,,,,False,Fastening,FasteningStation,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim)
Machine,L05-OP060,L05-OP060 – Laser Seam Geometry Tracker Scanner,Plant Maintenance (Synthetic AI Guild),Trumpf,MISUMI Industrial,SN-SYNTH-MCH-05-OP060,,LINE-05-OP060,,"{""Line"": ""Line 05 \u2013 Synthetic Body-in-White Robotic Welding (AI Sim)"", ""Technology"": ""Welding"", ""MachineType"": ""LaserWelder"", ""StationIdentifier"": ""LINE-05-OP060"", ""CycleTimeTarget"": ""15s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L05"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L05-OP060,org-line-05,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim) – Cell OP060,InMachine,,,,False,Welding,LaserWelder,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim)
Machine,L05-OP070,L05-OP070 – Optical Body Gap & Flushness Gate,Robotics & Cybernetics (Synthetic AI Guild),Cognex,RS Components,SN-SYNTH-MCH-05-OP070,,LINE-05-OP070,,"{""Line"": ""Line 05 \u2013 Synthetic Body-in-White Robotic Welding (AI Sim)"", ""Technology"": ""Test"", ""MachineType"": ""VisionInspection"", ""StationIdentifier"": ""LINE-05-OP070"", ""CycleTimeTarget"": ""46s"", ""SafetyRating"": ""SIL2 / PLd"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L05"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L05-OP070,org-line-05,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim) – Cell OP070,InMachine,,,,False,Test,VisionInspection,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim)
Machine,L05-OP080,L05-OP080 – Structural Foam Injection Applicator,Platform Operations (Synthetic AI Guild),Nordson,RS Components,SN-SYNTH-MCH-05-OP080,,LINE-05-OP080,,"{""Line"": ""Line 05 \u2013 Synthetic Body-in-White Robotic Welding (AI Sim)"", ""Technology"": ""Dispensing"", ""MachineType"": ""Dispenser"", ""StationIdentifier"": ""LINE-05-OP080"", ""CycleTimeTarget"": ""18s"", ""SafetyRating"": ""SIL3 / PLe"", ""PowerSupply"": ""24V DC Industrial Spool"", ""ConveyorLoop"": ""Conveyor Loop L05"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L05-OP080,org-line-05,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim) – Cell OP080,InMachine,,,,False,Dispensing,Dispenser,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim)
Machine,L05-OP090,L05-OP090 – Friction Stir Welder Overhead Unit,Controls Engineering (Synthetic AI Guild),KUKA,RS Components,SN-SYNTH-MCH-05-OP090,,LINE-05-OP090,,"{""Line"": ""Line 05 \u2013 Synthetic Body-in-White Robotic Welding (AI Sim)"", ""Technology"": ""Welding"", ""MachineType"": ""FasteningStation"", ""StationIdentifier"": ""LINE-05-OP090"", ""CycleTimeTarget"": ""31s"", ""SafetyRating"": ""SIL2 / PLd"", ""PowerSupply"": ""24V DC Industrial Spool"", ""ConveyorLoop"": ""Conveyor Loop L05"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L05-OP090,org-line-05,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim) – Cell OP090,InMachine,,,,False,Welding,FasteningStation,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim)
Machine,L05-OP100,L05-OP100 – Dual-Robot Seam Finishing Cell,SMT & Microchips (Synthetic AI Guild),Fanuc,Conrad Electronic,SN-SYNTH-MCH-05-OP100,,LINE-05-OP100,,"{""Line"": ""Line 05 \u2013 Synthetic Body-in-White Robotic Welding (AI Sim)"", ""Technology"": ""Robotics"", ""MachineType"": ""RobotCell"", ""StationIdentifier"": ""LINE-05-OP100"", ""CycleTimeTarget"": ""50s"", ""SafetyRating"": ""SIL2 / PLd"", ""PowerSupply"": ""400V 3Ph 50Hz"", ""ConveyorLoop"": ""Conveyor Loop L05"", ""PalletCarrierType"": ""Pallet RFID High-Speed 400x400""}",L05-OP100,org-line-05,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim) – Cell OP100,InMachine,,,,False,Robotics,RobotCell,Line 05 – Synthetic Body-in-White Robotic Welding (AI Sim)
